time,step,loss,examples/sec,sec/batch
2016-11-29 03:16:37.042034,2340,1.63,719.5,0.178
2016-11-29 03:16:38.845789,2350,1.50,699.3,0.183
2016-11-29 03:16:40.644993,2360,1.55,712.7,0.180
2016-11-29 03:16:42.456124,2370,1.40,725.9,0.176
2016-11-29 03:16:44.259802,2380,1.73,743.3,0.172
2016-11-29 03:16:46.064569,2390,1.56,709.9,0.180
2016-11-29 03:16:47.878858,2400,1.47,706.3,0.181
2016-11-29 03:16:49.881510,2410,1.50,684.8,0.187
2016-11-29 03:16:51.689794,2420,1.37,704.2,0.182
2016-11-29 03:16:53.490696,2430,1.46,707.4,0.181
2016-11-29 03:16:55.311758,2440,1.42,691.5,0.185
2016-11-29 03:16:57.128214,2450,1.31,716.2,0.179
2016-11-29 03:16:58.934289,2460,1.47,716.8,0.179
2016-11-29 03:17:00.744240,2470,1.44,719.7,0.178
2016-11-29 03:17:02.561266,2480,1.37,731.2,0.175
2016-11-29 03:17:04.380115,2490,1.38,716.4,0.179
2016-11-29 03:17:06.168810,2500,1.36,744.7,0.172
2016-11-29 03:17:08.156047,2510,1.44,696.1,0.184
2016-11-29 03:17:09.967939,2520,1.46,688.3,0.186
2016-11-29 03:17:11.764974,2530,1.41,720.5,0.178
2016-11-29 03:17:13.587984,2540,1.32,695.0,0.184
2016-11-29 03:17:15.408851,2550,1.43,684.3,0.187
2016-11-29 03:17:17.214973,2560,1.33,698.0,0.183
2016-11-29 03:17:19.030094,2570,1.68,691.5,0.185
2016-11-29 03:17:20.835936,2580,1.31,730.8,0.175
2016-11-29 03:17:22.632407,2590,1.34,712.0,0.180
2016-11-29 03:17:24.438735,2600,1.47,713.7,0.179
2016-11-29 03:17:26.444246,2610,1.51,696.1,0.184
2016-11-29 03:17:28.254161,2620,1.32,695.1,0.184
2016-11-29 03:17:30.070385,2630,1.41,694.8,0.184
2016-11-29 03:17:31.879553,2640,1.63,718.2,0.178
2016-11-29 03:17:33.691884,2650,1.27,707.1,0.181
2016-11-29 03:17:35.491194,2660,1.36,706.2,0.181
2016-11-29 03:17:37.280217,2670,1.38,697.7,0.183
2016-11-29 03:17:39.089357,2680,1.32,713.3,0.179
2016-11-29 03:17:40.899874,2690,1.37,688.8,0.186
2016-11-29 03:17:42.701114,2700,1.38,697.8,0.183
2016-11-29 03:17:44.693141,2710,1.50,693.0,0.185
2016-11-29 03:17:46.505421,2720,1.39,710.1,0.180
2016-11-29 03:17:48.310254,2730,1.52,723.9,0.177
2016-11-29 03:17:50.129708,2740,1.49,641.1,0.200
2016-11-29 03:17:51.906160,2750,1.43,701.2,0.183
2016-11-29 03:17:53.709467,2760,1.59,712.1,0.180
2016-11-29 03:17:55.514743,2770,1.37,725.2,0.177
2016-11-29 03:17:57.320199,2780,1.33,698.0,0.183
2016-11-29 03:17:59.132559,2790,1.36,705.8,0.181
2016-11-29 03:18:00.946674,2800,1.36,707.0,0.181
2016-11-29 03:18:02.959004,2810,1.14,726.4,0.176
2016-11-29 03:18:04.758521,2820,1.36,712.0,0.180
2016-11-29 03:18:06.568209,2830,1.28,714.9,0.179
2016-11-29 03:18:08.380164,2840,1.33,785.2,0.163
2016-11-29 03:18:10.210110,2850,1.25,698.4,0.183
2016-11-29 03:18:12.027161,2860,1.37,690.5,0.185
2016-11-29 03:18:13.840384,2870,1.28,733.3,0.175
2016-11-29 03:18:15.664772,2880,1.35,713.1,0.180
2016-11-29 03:18:17.466367,2890,1.29,708.4,0.181
2016-11-29 03:18:19.287659,2900,1.58,695.6,0.184
2016-11-29 03:18:21.292610,2910,1.29,735.6,0.174
2016-11-29 03:18:23.125174,2920,1.35,699.5,0.183
2016-11-29 03:18:24.955346,2930,1.59,681.4,0.188
2016-11-29 03:18:26.791376,2940,1.48,681.9,0.188
2016-11-29 03:18:28.707377,2950,1.31,679.9,0.188
2016-11-29 03:18:30.586315,2960,1.22,695.6,0.184
2016-11-29 03:18:32.475778,2970,1.38,662.0,0.193
2016-11-29 03:18:34.310397,2980,1.28,762.7,0.168
2016-11-29 03:18:36.120745,2990,1.16,807.7,0.158
2016-11-29 03:18:37.928318,3000,1.15,697.3,0.184
2016-11-29 03:18:40.452503,3010,1.29,715.2,0.179
2016-11-29 03:18:42.259917,3020,1.22,724.7,0.177
2016-11-29 03:18:44.064351,3030,1.38,718.3,0.178
2016-11-29 03:18:45.871417,3040,1.10,699.3,0.183
2016-11-29 03:18:47.676657,3050,1.17,721.0,0.178
2016-11-29 03:18:49.491780,3060,1.13,709.2,0.180
2016-11-29 03:18:51.309270,3070,1.24,718.1,0.178
2016-11-29 03:18:53.118548,3080,1.21,704.4,0.182
2016-11-29 03:18:54.930977,3090,1.23,697.1,0.184
2016-11-29 03:18:56.734570,3100,1.25,711.0,0.180
2016-11-29 03:18:58.735497,3110,1.29,692.6,0.185
2016-11-29 03:19:00.552194,3120,1.23,705.6,0.181
2016-11-29 03:19:02.395810,3130,1.31,695.4,0.184
2016-11-29 03:19:04.202433,3140,1.25,726.6,0.176
2016-11-29 03:19:06.013157,3150,1.18,703.0,0.182
2016-11-29 03:19:07.848500,3160,1.16,692.0,0.185
2016-11-29 03:19:09.656380,3170,1.31,708.4,0.181
2016-11-29 03:19:11.461377,3180,1.25,690.7,0.185
2016-11-29 03:19:13.270865,3190,1.33,745.5,0.172
2016-11-29 03:19:15.079961,3200,1.19,705.3,0.181
2016-11-29 03:19:17.072534,3210,1.19,696.2,0.184
2016-11-29 03:19:18.885009,3220,1.18,714.1,0.179
2016-11-29 03:19:20.697985,3230,1.32,713.9,0.179
2016-11-29 03:19:22.490645,3240,1.47,724.3,0.177
2016-11-29 03:19:24.302757,3250,1.19,689.6,0.186
2016-11-29 03:19:26.110291,3260,1.31,712.2,0.180
2016-11-29 03:19:27.935960,3270,1.27,699.6,0.183
2016-11-29 03:19:29.747327,3280,1.14,730.6,0.175
2016-11-29 03:19:31.572126,3290,1.18,697.7,0.183
2016-11-29 03:19:33.392924,3300,1.34,701.2,0.183
2016-11-29 03:19:35.396665,3310,1.24,712.1,0.180
2016-11-29 03:19:37.211563,3320,1.13,735.7,0.174
2016-11-29 03:19:39.023597,3330,1.22,711.8,0.180
2016-11-29 03:19:40.834239,3340,1.30,713.7,0.179
2016-11-29 03:19:42.658977,3350,1.26,685.7,0.187
2016-11-29 03:19:44.465908,3360,1.07,711.8,0.180
2016-11-29 03:19:46.283130,3370,1.20,696.5,0.184
2016-11-29 03:19:48.090002,3380,1.34,711.8,0.180
2016-11-29 03:19:49.903651,3390,1.37,720.1,0.178
2016-11-29 03:19:51.701428,3400,1.23,707.9,0.181
2016-11-29 03:19:53.699028,3410,1.16,687.8,0.186
2016-11-29 03:19:55.522357,3420,1.28,702.8,0.182
2016-11-29 03:19:57.330061,3430,1.20,708.1,0.181
2016-11-29 03:19:59.170982,3440,1.32,628.9,0.204
2016-11-29 03:20:00.960443,3450,1.19,768.0,0.167
2016-11-29 03:20:02.840187,3460,1.33,717.4,0.178
2016-11-29 03:20:04.644517,3470,1.11,717.4,0.178
2016-11-29 03:20:06.462021,3480,1.21,733.0,0.175
2016-11-29 03:20:08.268715,3490,1.15,712.6,0.180
2016-11-29 03:20:10.071181,3500,1.23,716.8,0.179
2016-11-29 03:20:12.055767,3510,1.11,734.2,0.174
2016-11-29 03:20:13.876095,3520,1.26,714.0,0.179
2016-11-29 03:20:15.683737,3530,1.17,710.1,0.180
2016-11-29 03:20:17.510427,3540,1.24,695.3,0.184
2016-11-29 03:20:19.323995,3550,1.06,710.3,0.180
2016-11-29 03:20:21.123171,3560,1.35,711.5,0.180
2016-11-29 03:20:22.932489,3570,1.16,712.5,0.180
2016-11-29 03:20:24.742623,3580,1.23,713.5,0.179
2016-11-29 03:20:26.560045,3590,1.17,709.5,0.180
2016-11-29 03:20:28.360566,3600,1.15,731.2,0.175
2016-11-29 03:20:30.344827,3610,1.11,700.6,0.183
2016-11-29 03:20:32.162297,3620,1.13,681.1,0.188
2016-11-29 03:20:33.977683,3630,1.15,706.8,0.181
2016-11-29 03:20:35.796556,3640,1.40,725.3,0.176
2016-11-29 03:20:37.628865,3650,1.21,650.2,0.197
2016-11-29 03:20:39.433917,3660,1.04,706.6,0.181
2016-11-29 03:20:41.259693,3670,1.18,708.9,0.181
2016-11-29 03:20:43.068822,3680,1.17,707.3,0.181
2016-11-29 03:20:44.872174,3690,1.01,716.6,0.179
2016-11-29 03:20:46.675290,3700,1.23,735.3,0.174
2016-11-29 03:20:48.658087,3710,1.26,713.2,0.179
2016-11-29 03:20:50.483578,3720,1.16,645.1,0.198
2016-11-29 03:20:52.284732,3730,1.37,707.1,0.181
2016-11-29 03:20:54.076290,3740,1.31,785.9,0.163
2016-11-29 03:20:55.897500,3750,1.16,714.0,0.179
2016-11-29 03:20:57.716196,3760,1.04,695.2,0.184
2016-11-29 03:20:59.530290,3770,1.15,690.1,0.185
2016-11-29 03:21:01.347676,3780,0.98,702.9,0.182
2016-11-29 03:21:03.179331,3790,1.14,813.8,0.157
2016-11-29 03:21:04.980792,3800,1.37,698.8,0.183
2016-11-29 03:21:06.962299,3810,1.12,720.3,0.178
2016-11-29 03:21:08.757644,3820,1.30,714.9,0.179
2016-11-29 03:21:10.577927,3830,1.04,715.0,0.179
2016-11-29 03:21:12.427329,3840,1.03,681.2,0.188
2016-11-29 03:21:14.228842,3850,1.01,706.2,0.181
2016-11-29 03:21:16.040646,3860,1.05,702.8,0.182
2016-11-29 03:21:17.866833,3870,1.15,708.8,0.181
2016-11-29 03:21:19.692840,3880,1.03,654.6,0.196
2016-11-29 03:21:21.483172,3890,1.22,705.4,0.181
2016-11-29 03:21:23.291855,3900,1.08,727.4,0.176
2016-11-29 03:21:25.276007,3910,1.15,783.2,0.163
2016-11-29 03:21:27.093781,3920,1.12,790.5,0.162
2016-11-29 03:21:28.898696,3930,1.16,714.4,0.179
2016-11-29 03:21:30.700651,3940,1.09,721.1,0.178
2016-11-29 03:21:32.499841,3950,1.04,728.1,0.176
2016-11-29 03:21:34.313145,3960,0.95,705.6,0.181
2016-11-29 03:21:36.133519,3970,1.04,694.5,0.184
2016-11-29 03:21:37.932711,3980,1.33,723.0,0.177
2016-11-29 03:21:39.743910,3990,1.25,718.7,0.178
2016-11-29 03:21:41.548770,4000,1.17,706.6,0.181
2016-11-29 03:21:44.024719,4010,1.12,709.3,0.180
2016-11-29 03:21:45.833651,4020,0.94,705.9,0.181
2016-11-29 03:21:47.645058,4030,1.19,707.1,0.181
2016-11-29 03:21:49.465755,4040,1.18,678.3,0.189
2016-11-29 03:21:51.276075,4050,1.03,710.7,0.180
2016-11-29 03:21:53.078889,4060,1.15,739.1,0.173
2016-11-29 03:21:54.881812,4070,1.20,704.2,0.182
2016-11-29 03:21:56.696948,4080,1.08,681.8,0.188
2016-11-29 03:21:58.496802,4090,1.06,711.0,0.180
2016-11-29 03:22:00.305775,4100,1.03,691.4,0.185
2016-11-29 03:22:02.325977,4110,1.02,694.0,0.184
2016-11-29 03:22:04.153894,4120,1.14,700.8,0.183
2016-11-29 03:22:05.964525,4130,1.02,703.3,0.182
2016-11-29 03:22:07.789226,4140,1.14,703.5,0.182
2016-11-29 03:22:09.595227,4150,1.00,701.6,0.182
2016-11-29 03:22:11.393420,4160,1.15,708.7,0.181
2016-11-29 03:22:13.220911,4170,1.12,694.1,0.184
2016-11-29 03:22:15.165180,4180,0.91,629.1,0.203
2016-11-29 03:22:17.071994,4190,0.86,668.7,0.191
2016-11-29 03:22:18.915449,4200,0.91,691.7,0.185
2016-11-29 03:22:20.912787,4210,1.10,700.0,0.183
2016-11-29 03:22:22.724265,4220,1.06,678.2,0.189
2016-11-29 03:22:24.558245,4230,1.02,673.8,0.190
2016-11-29 03:22:26.419548,4240,1.11,775.7,0.165
2016-11-29 03:22:28.217390,4250,1.09,709.1,0.181
2016-11-29 03:22:30.022760,4260,1.32,732.6,0.175
2016-11-29 03:22:31.847406,4270,1.01,684.5,0.187
2016-11-29 03:22:33.666894,4280,0.98,699.0,0.183
2016-11-29 03:22:35.496213,4290,1.14,699.6,0.183
2016-11-29 03:22:37.311611,4300,1.09,696.5,0.184
2016-11-29 03:22:39.330795,4310,1.02,680.8,0.188
2016-11-29 03:22:41.160787,4320,1.03,691.1,0.185
2016-11-29 03:22:42.980812,4330,1.06,707.4,0.181
2016-11-29 03:22:44.804249,4340,0.93,708.4,0.181
2016-11-29 03:22:46.632273,4350,0.93,694.5,0.184
2016-11-29 03:22:48.443641,4360,0.89,705.7,0.181
2016-11-29 03:22:50.248861,4370,1.29,701.5,0.182
2016-11-29 03:22:52.064777,4380,1.01,694.8,0.184
2016-11-29 03:22:53.866710,4390,0.93,711.5,0.180
2016-11-29 03:22:55.664835,4400,1.26,706.9,0.181
2016-11-29 03:22:57.648649,4410,1.08,686.7,0.186
2016-11-29 03:22:59.460963,4420,0.99,690.6,0.185
2016-11-29 03:23:01.277096,4430,0.99,700.6,0.183
2016-11-29 03:23:03.097857,4440,1.09,698.0,0.183
2016-11-29 03:23:04.899538,4450,1.19,716.8,0.179
2016-11-29 03:23:06.709261,4460,0.98,705.7,0.181
2016-11-29 03:23:08.498076,4470,1.02,724.5,0.177
2016-11-29 03:23:10.308198,4480,1.09,691.0,0.185
2016-11-29 03:23:12.129628,4490,1.10,764.4,0.167
2016-11-29 03:23:13.939294,4500,0.97,694.6,0.184
2016-11-29 03:23:15.931107,4510,1.10,718.0,0.178
2016-11-29 03:23:17.735761,4520,1.04,749.5,0.171
2016-11-29 03:23:19.557923,4530,0.88,698.1,0.183
